iri,prefix,vocabulary,tier,kind,label,definition,types,parents,domain,range,status,deprecated,source
https://schema.org/CreativeWorkSeason,schema,schema.org,2,class,CreativeWorkSeason,"A media season, e.g. TV, radio, video game etc.",rdfs:Class,schema:CreativeWork,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/CreativeWorkSeries,schema,schema.org,2,class,CreativeWorkSeries,"A CreativeWorkSeries in schema.org is a group of related items, typically but not necessarily of the same kind. CreativeWorkSeries are usually organized into some order, often chronological. Unlike [[ItemList]] which is a general purpose data structure for lists of things, the emphasis with CreativeWorkSeries is on published materials (written e.g. books and periodicals, or media such as TV, radio and games).\n\nSpecific subtypes are available for describing [[TVSeries]], [[RadioSeries]], [[MovieSeries]], [[BookSeries]], [[Periodical]] and [[VideoGameSeries]]. In each case, the [[hasPart]] / [[isPartOf]] properties can be used to relate the CreativeWorkSeries to its parts. The general CreativeWorkSeries type serves largely just to organize these more specific and practical subtypes.\n\nIt is common for properties applicable to an item from the series to be usefully applied to the containing group. Schema.org attempts to anticipate some of these cases, but publishers should be free to apply properties of the series parts to the series as a whole wherever they seem appropriate.",rdfs:Class,schema:CreativeWork; schema:Series,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/Credential,schema,schema.org,2,class,Credential,A credential is a certificate that is used to verify the identity of a person or entity.,rdfs:Class,schema:CreativeWork,,,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/CreditCard,schema,schema.org,2,class,CreditCard,A card payment method of a particular brand or name. Used to mark up a particular payment method and/or the financial product/service that supplies the card account.\n\nCommonly used values:\n\n* http://purl.org/goodrelations/v1#AmericanExpress\n* http://purl.org/goodrelations/v1#DinersClub\n* http://purl.org/goodrelations/v1#Discover\n* http://purl.org/goodrelations/v1#JCB\n* http://purl.org/goodrelations/v1#MasterCard\n* http://purl.org/goodrelations/v1#VISA,rdfs:Class,schema:LoanOrCredit; schema:PaymentCard,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/Crematorium,schema,schema.org,2,class,Crematorium,A crematorium.,rdfs:Class,schema:CivicStructure,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/CriticReview,schema,schema.org,2,class,CriticReview,"A [[CriticReview]] is a more specialized form of Review written or published by a source that is recognized for its reviewing activities. These can include online columns, travel and food guides, TV and radio shows, blogs and other independent Web sites. [[CriticReview]]s are typically more in-depth and professionally written. For simpler, casually written user/visitor/viewer/customer reviews, it is more appropriate to use the [[UserReview]] type. Review aggregator sites such as Metacritic already separate out the site's user reviews from selected critic reviews that originate from third-party sources.",rdfs:Class,schema:Review,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/CrossSectional,schema,schema.org,2,individual,CrossSectional,"Studies carried out on pre-existing data (usually from 'snapshot' surveys), such as that collected by the Census Bureau. Sometimes called Prevalence Studies.",schema:MedicalObservationalStudyDesign,,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/CssSelectorType,schema,schema.org,2,class,CssSelectorType,Text representing a CSS selector.,rdfs:Class,schema:Text,,,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/CurrencyConversionService,schema,schema.org,2,class,CurrencyConversionService,A service to convert funds from one currency to another currency.,rdfs:Class,schema:FinancialProduct,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DDxElement,schema,schema.org,2,class,DDxElement,"An alternative, closely-related condition typically considered later in the differential diagnosis process along with the signs that are used to distinguish it.",rdfs:Class,schema:MedicalIntangible,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DECooperativeCharity,schema,schema.org,2,individual,DECooperativeCharity,DECooperativeCharity: Non-profit type referring to a charitable Cooperative (German Genossenschaft) that has been recognized by the tax authorities as a charitable non-profit.,schema:DENonprofitType,,,,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DEFoundationCharity,schema,schema.org,2,individual,DEFoundationCharity,DEFoundationCharity: Non-profit type referring to a charitable Foundation (German Stiftung) that has been recognized by the tax authorities as a charitable non-profit.,schema:DENonprofitType,,,,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DEJointStockCompanyCharity,schema,schema.org,2,individual,DEJointStockCompanyCharity,DEJointStockCompanyCharity: Non-profit type referring to a charitable Joint Stock Company (German gAG gemeinnützige Aktiengesellschaft) that has been recognized by the tax authorities as a charitable non-profit.,schema:DENonprofitType,,,,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DELimitedLiabilityCharity,schema,schema.org,2,individual,DELimitedLiabilityCharity,DELimitedLiabilityCharity: Non-profit type referring to a charitable Common Stock Company (German gGmbH or gemeinnützige Gesellschaft mit beschränkter Haftung) that has been recognized by the tax authorities as a charitable non-profit.,schema:DENonprofitType,,,,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DENonprofitType,schema,schema.org,2,class,DENonprofitType,DENonprofitType: Non-profit organization type originating from Germany in accordance with article 52 of the German fiscal code (Abgabenverordnung or AO).,rdfs:Class,schema:NonprofitType,,,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DENotRegisteredAssociationCharity,schema,schema.org,2,individual,DENotRegisteredAssociationCharity,DENotRegisteredAssociationCharity: Non-profit type referring to a charitable association that is not registered with the German association register (gemeinnütziger Verein) and has been recognized by the tax authorities as a charitable non-profit.,schema:DENonprofitType,,,,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DEPublicCharity,schema,schema.org,2,individual,DEPublicCharity,DEPublicCharity: Non-profit type referring to a charitable government owned juridical person (German Körperschaft öffentlichen Rechts) that has been recognized by the tax authorities as a charitable non-profit.,schema:DENonprofitType,,,,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DERegisteredAssociationCharity,schema,schema.org,2,individual,DERegisteredAssociationCharity,DERegisteredAssociationCharity: Non-profit type referring to a charitable association that is registered with the German association register (german gemeinnütziger e.v. or gemeinnütziger eingetragener Verein) and has been recognized by the tax authorities as a charitable non-profit.,schema:DENonprofitType,,,,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DJMixAlbum,schema,schema.org,2,individual,DJMixAlbum,DJMixAlbum.,schema:MusicAlbumProductionType,,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DVDFormat,schema,schema.org,2,individual,DVDFormat,DVDFormat.,schema:MusicReleaseFormatType,,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DamagedCondition,schema,schema.org,2,individual,DamagedCondition,Indicates that the item is damaged.,schema:OfferItemCondition,,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DanceEvent,schema,schema.org,2,class,DanceEvent,Event type: A social dance.,rdfs:Class,schema:Event,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DanceGroup,schema,schema.org,2,class,DanceGroup,"A dance group&#x2014;for example, the Alvin Ailey Dance Theater or Riverdance.",rdfs:Class,schema:PerformingGroup,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DangerousGoodConsideration,schema,schema.org,2,individual,DangerousGoodConsideration,"The item is dangerous and requires careful handling and/or special training of the user. See also the [UN Model Classification](https://unece.org/DAM/trans/danger/publi/unrec/rev17/English/02EREv17_Part2.pdf) defining the 9 classes of dangerous goods such as explosives, gases, flammables, and more.",schema:AdultOrientedEnumeration,,,,pending,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DataCatalog,schema,schema.org,2,class,DataCatalog,A collection of datasets.,rdfs:Class,schema:CreativeWork,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DataDownload,schema,schema.org,2,class,DataDownload,All or part of a [[Dataset]] in downloadable form.,rdfs:Class,schema:MediaObject,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DataDrivenMediaDigitalSource,schema,schema.org,2,individual,DataDrivenMediaDigitalSource,"Content coded as '<a href=""https://cv.iptc.org/newscodes/digitalsourcetype/dataDrivenMedia"">data driven media</a>' using the IPTC <a href=""https://cv.iptc.org/newscodes/digitalsourcetype/"">digital source type</a> vocabulary.",schema:IPTCDigitalSourceEnumeration,,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DataFeed,schema,schema.org,2,class,DataFeed,A single feed providing structured information about one or more entities or topics.,rdfs:Class,schema:Dataset,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
https://schema.org/DataFeedItem,schema,schema.org,2,class,DataFeedItem,A single item within a larger data feed.,rdfs:Class,schema:Intangible,,,,,https://schema.org/version/latest/schemaorg-current-https.ttl
